"";"sofifa_id";"short_name";"overall";"potential";"age";"height_cm";"weight_kg";"club_name";"league_name";"club_contract_valid_until";"preferred_foot";"pace";"shooting";"passing";"dribbling";"defending";"physic";"formation";"player_tags";"value_eur"
"1655";233647;"Neris";70;70;29;192;86;"Al Hazem";"Saudi Abdul L. Jameel League";2023;"Right";48;39;45;45;70;83;"def";"#Strength";1300000
"1656";186402;"S. Candia";70;70;37;184;82;"Guaireña FC";"Paraguayan Primera División";2021;"Right";60;42;50;51;70;72;"def";"";275000
"1657";253314;"J. Toledo";57;60;25;183;80;"Centro Atlético Fénix";"Uruguayan Primera División";2023;"Right";58;36;48;49;55;65;"def";"";190000
"1658";260498;"Kwak Yoon Ho";57;60;25;185;83;"Suwon FC";"Korean K League 1";2022;"Right";62;25;39;48;55;70;"def";"";190000
"1659";191532;"Yu Yang";65;65;31;186;80;"Beijing Guoan FC";"Chinese Super League";2021;"Right";62;25;45;49;64;72;"def";"";5e+05
"1660";230316;"Marcelinho Moraisco";71;71;33;190;84;"Sport Club Corinthians Paulista";"Campeonato Brasileiro Série A";2024;"Left";63;50;62;61;71;78;"def";"";9e+05
"1661";235519;"I. Drešević";68;75;24;186;81;"SC Heerenveen";"Holland Eredivisie";2023;"Right";49;47;58;68;66;76;"def";"";2200000
"1662";254282;"T. Carlsson";60;65;25;187;75;"BK Häcken";"Swedish Allsvenskan";2025;"Right";55;26;36;41;60;65;"def";"";325000
"1663";215823;"D. Župarić";70;71;29;185;80;"Portland Timbers";"USA Major League Soccer";2022;"Right";49;21;45;56;69;77;"def";"";1500000
"1664";213064;"F. Calvo";70;70;28;180;77;"Chicago Fire Football Club";"USA Major League Soccer";2026;"Left";65;44;60;63;67;79;"def";"";1400000
"1665";230322;"Teixe Gaúcho";72;72;21;188;79;"Cuiabá";"Campeonato Brasileiro Série A";2024;"Right";73;50;63;67;71;75;"def";"";2400000
"1666";237839;"K. Sadiki";61;72;22;193;79;"Finn Harps";"Rep. Ireland Airtricity League";2021;"Right";47;33;42;45;59;75;"def";"";7e+05
"1667";237926;"J. Mahon";62;68;21;186;84;"Sligo Rovers";"Rep. Ireland Airtricity League";2022;"Right";61;30;46;51;61;75;"def";"";575000
"1668";253799;"M. Acuña";61;66;24;178;78;"Aragua Fútbol Club";"Venezuelan Primera División";2022;"Right";55;31;45;47;61;66;"def";"";450000
"1669";231104;"Juninho";71;76;26;187;80;"FC Midtjylland";"Danish Superliga";2026;"Left";73;35;50;55;71;74;"def";"";2400000
"1670";236804;"F. Medina";75;80;22;184;77;"Racing Club de Lens";"French Ligue 1";2024;"Left";78;33;60;68;76;75;"def";"";8e+06
"1671";229668;"Mario Hermoso";82;85;26;185;76;"Atlético de Madrid";"Spain Primera Division";2024;"Left";75;49;72;71;83;80;"def";"";35500000
"1672";229773;"G. Dzhikiya";77;79;27;188;86;"Spartak Moskva";"Russian Premier League";2022;"Left";80;53;61;64;79;81;"def";"#Strength";1,1e+07
"1673";259087;"R. Tagir";65;83;18;182;70;"İstanbul Başakşehir FK";"Turkish Süper Lig";2023;"Left";67;33;54;61;67;61;"def";"";1700000
"1674";205215;"Igor Rossi";72;72;32;189;80;"Al Faisaly";"Saudi Abdul L. Jameel League";2022;"Left";41;30;54;53;72;83;"def";"";1500000
"1675";238037;"N. Bazzana";67;74;25;181;77;"Club Atlético Sarmiento";"Argentina Primera División";2021;"Right";50;40;47;51;67;70;"def";"";1900000
"1676";221989;"F. Aliti";64;65;27;183;77;"FC Zürich";"Swiss Super League";2023;"Left";66;38;52;56;60;80;"def";"";625000
"1677";235553;"Y. Salmier";72;73;28;188;85;"ESTAC Troyes";"French Ligue 1";2022;"Right";43;28;45;53;72;80;"def";"#Strength";2200000
"1678";254172;"G. Vallecilla";61;74;22;190;78;"FC Cincinnati";"USA Major League Soccer";2022;"Right";64;32;34;59;60;70;"def";"";750000
"1679";176732;"M. Bjärsmyr";66;66;35;186;82;"IFK Göteborg";"Swedish Allsvenskan";2021;"Right";45;34;44;47;70;63;"def";"";230000
"1680";199440;"M. Gollner";66;66;30;184;80;"TSV Egger Glas Hartberg";"Austrian Football Bundesliga";2022;"Left";53;23;44;54;67;75;"def";"";7e+05
"1681";192476;"Fontàs";70;70;31;185;86;"Sporting Kansas City";"USA Major League Soccer";2022;"Left";30;48;66;60;71;72;"def";"";1100000
"1682";230215;"Osvaldão Murilo";73;73;21;185;81;"RB Bragantino";"Campeonato Brasileiro Série A";2024;"Right";73;49;53;54;75;69;"def";"";3100000
"1683";205705;"Z. Feddal";80;80;31;192;84;"Sporting CP";"Portuguese Liga ZON SAGRES";2022;"Left";61;50;63;60;82;77;"def";"";14500000
"1684";240034;"L. Štetina";72;72;29;185;88;"AC Sparta Praha";"Czech Republic Gambrinus Liga";2022;"Right";67;38;52;62;71;78;"def";"#Strength";2e+06
"1685";222986;"M. Morishige";71;71;34;183;79;"FC Tokyo";"Japanese J. League Division 1";2022;"Right";52;59;64;65;72;76;"def";"";6e+05
"1686";230327;"Gérson Damesio";74;74;29;182;80;"Flamengo";"Campeonato Brasileiro Série A";2024;"Right";51;42;49;57;76;76;"def";"";3500000
"1687";261606;"I. Kričak";57;61;24;182;77;"Mjällby AIF";"Swedish Allsvenskan";2022;"Right";59;23;37;37;58;61;"def";"";210000
"1688";212977;"N. Stark";76;79;26;190;88;"Hertha BSC";"German 1. Bundesliga";2022;"Right";77;52;64;69;77;76;"def";"";8500000
"1689";204525;"Iñigo Martínez";81;81;30;182;77;"Athletic Club de Bilbao";"Spain Primera Division";2023;"Left";71;56;66;64;81;79;"def";"";2,1e+07
"1690";233400;"J. Glesnes";69;72;27;188;84;"Philadelphia Union";"USA Major League Soccer";2021;"Right";54;55;56;59;67;78;"def";"";1600000
"1691";189456;"L. Cooper";75;75;29;188;73;"Leeds United";"English Premier League";2024;"Left";50;35;56;58;76;78;"def";"";4700000
"1692";227951;"J. McCart";67;76;24;186;75;"St. Johnstone FC";"Scottish Premiership";2022;"Left";66;30;45;56;66;76;"def";"";2100000
"1693";247403;"R. Cabrera";62;62;32;187;79;"Club Atlético Nacional Potosí";"Liga de Fútbol Profesional Boliviano";2021;"Right";45;35;37;37;62;72;"def";"";250000
"1694";241159;"M. Guéhi";73;84;20;185;75;"Crystal Palace";"English Premier League";2026;"Right";71;31;49;64;74;72;"def";"";6e+06
"1695";228681;"F. Sierralta";72;78;24;190;83;"Watford";"English Premier League";2023;"Right";53;30;50;53;70;76;"def";"";3400000
"1696";233212;"A. Skovgaard";66;71;24;185;75;"Örebro SK";"Swedish Allsvenskan";2022;"Left";52;27;47;48;65;73;"def";"";1200000
"1697";190572;"L. De Bock";66;66;28;179;75;"SV Zulte Waregem";"Belgian Jupiler Pro League";2022;"Left";66;47;62;62;63;72;"def";"";775000
"1698";233486;"R. Le Normand";78;83;24;187;81;"Real Sociedad";"Spain Primera Division";2022;"Right";66;25;52;56;80;74;"def";"";1,9e+07
"1699";209169;"H. Al Shuwaysh";60;60;32;185;77;"Al Fayha";"Saudi Abdul L. Jameel League";2023;"Left";34;24;45;51;58;76;"def";"";160000
"1700";242512;"A. Gryszkiewicz";65;72;21;185;83;"Górnik Zabrze";"Polish T-Mobile Ekstraklasa";2022;"Left";70;33;53;58;64;76;"def";"";1300000
"1701";244963;"Ivanildo Fernandes";71;76;25;193;83;"FC Vizela";"Portuguese Liga ZON SAGRES";2024;"Left";62;28;47;49;70;81;"def";"#Strength";2500000
"1702";157304;"T. Vermaelen";75;75;35;183;80;"Vissel Kobe";"Japanese J. League Division 1";2022;"Left";51;58;68;59;76;69;"def";"";1500000
"1703";192620;"H. Badstuber";67;67;32;189;83;"FC Luzern";"Swiss Super League";2022;"Left";33;48;61;49;69;65;"def";"";650000
"1704";198230;"Germán";79;79;34;187;82;"Granada CF";"Spain Primera Division";2022;"Right";49;40;59;56;81;79;"def";"";5500000
"1705";247459;"S. Nealis";64;69;24;194;82;"New York Red Bulls";"USA Major League Soccer";2021;"Right";61;28;39;49;62;72;"def";"";8e+05
"1706";253344;"L. Segovia";68;75;23;182;82;"Independiente del Valle";"Ecuadorian Serie A";2022;"Left";68;39;54;54;67;73;"def";"";2200000
"1707";179696;"E. Insúa";70;70;32;180;79;"Club Atlético Aldosivi";"Argentina Primera División";2021;"Left";61;60;65;69;67;74;"def";"";1100000
"1708";229496;"Marco Baixinho";71;71;31;186;80;"FC Paços de Ferreira";"Portuguese Liga ZON SAGRES";2022;"Right";53;34;49;53;72;78;"def";"";1300000
"1709";244749;"N. Aguerd";76;80;25;188;76;"Stade Rennais FC";"French Ligue 1";2024;"Left";60;45;60;61;76;77;"def";"";9500000
"1710";214191;"R. Pérez";71;71;31;186;76;"Club Atlético Talleres";"Argentina Primera División";2023;"Right";58;38;51;61;70;78;"def";"";1300000
"1711";202073;"E. Zavaleta";65;65;28;185;84;"Toronto FC";"USA Major League Soccer";2021;"Right";54;55;51;54;63;76;"def";"";625000
"1712";179840;"M. Spiranovic";67;67;33;193;88;"Melbourne Victory";"Australian Hyundai A-League";2022;"Right";54;26;53;37;69;69;"def";"";475000
"1713";198581;"Ó. Murillo";76;76;33;184;84;"Pachuca";"Mexican Liga MX";2022;"Left";67;39;56;52;77;80;"def";"#Strength";3600000
"1714";189391;"Juanan";65;65;34;192;90;"Hyderabad FC";"Indian Super League";2022;"Left";32;35;47;43;65;76;"def";"#Strength";230000
"1715";210802;"J. Nilsson";73;75;27;185;78;"DSC Arminia Bielefeld";"German 1. Bundesliga";2022;"Left";60;32;54;55;74;74;"def";"";3200000
"1716";198642;"D. Ulvestad";68;68;32;189;84;"Kristiansund BK";"Norwegian Eliteserien";2022;"Right";34;45;48;45;68;75;"def";"";775000
"1717";199915;"L. Dunk";78;79;29;192;88;"Brighton & Hove Albion";"English Premier League";2025;"Right";46;51;62;64;79;78;"def";"";1,3e+07
"1718";233225;"S. Taniguchi";72;72;29;183;75;"Kawasaki Frontale";"Japanese J. League Division 1";2022;"Right";64;45;59;60;73;72;"def";"";2e+06
"1719";204082;"J. Brooks";78;79;28;193;78;"VfL Wolfsburg";"German 1. Bundesliga";2022;"Left";59;39;59;64;80;76;"def";"";13500000
"1720";214882;"J. Czerwiński";70;70;29;183;83;"Piast Gliwice";"Polish T-Mobile Ekstraklasa";2023;"Right";54;32;44;46;70;81;"def";"";1300000
"1721";202849;"J. Vestergaard";78;79;28;199;96;"Leicester City";"English Premier League";2024;"Right";32;48;62;49;79;82;"def";"#Aerial Threat, #Strength";13500000
"1722";263163;"K. Autonne";62;72;20;184;83;"Al Ain FC";"UAE Arabian Gulf League";2024;"Left";71;27;47;48;61;74;"def";"";825000
"1723";223253;"E. Haugan";63;67;23;180;70;"Östersunds FK";"Swedish Allsvenskan";2022;"Right";59;27;46;56;64;65;"def";"";625000
"1724";236677;"I. Tapia";62;74;22;188;72;"CD Huachipato";"Chilian Campeonato Nacional";2022;"Right";54;31;38;39;62;69;"def";"";925000
"1725";214701;"T. Asta-Buruaga";66;75;24;187;71;"Universidad Católica";"Chilian Campeonato Nacional";2024;"Right";63;42;48;52;68;70;"def";"";1800000
"1726";234925;"K. Pierie";67;77;20;183;75;"FC Twente";"Holland Eredivisie";2022;"Left";63;45;66;65;68;67;"def";"";2100000
"1727";226004;"H. Benincasa";66;68;27;185;70;"Carlos A. Mannucci";"Peruvian Primera División";2021;"Right";69;34;52;51;67;65;"def";"";9e+05
"1728";222145;"S. Ohlsson";62;64;28;186;82;"Degerfors IF";"Swedish Allsvenskan";2022;"Right";59;54;62;61;61;71;"def";"";4e+05
"1729";177912;"M. Lekven";64;64;33;177;72;"Odds BK";"Norwegian Eliteserien";2023;"Right";52;54;66;65;56;72;"def";"";350000
"1730";240334;"Z. Medley";64;73;20;195;79;"KV Oostende";"Belgian Jupiler Pro League";2025;"Left";62;30;40;49;65;69;"def";"";1200000
"1731";252316;"H. Ekdal";64;72;22;188;76;"Djurgårdens IF";"Swedish Allsvenskan";2024;"Right";61;33;47;51;64;66;"def";"";1200000
"1732";213063;"Róber";73;78;26;182;74;"Levante Unión Deportiva";"Spain Primera Division";2023;"Right";57;43;61;61;75;69;"def";"";4e+06
"1733";233413;"Verdasca";66;71;24;185;81;"Śląsk Wrocław";"Polish T-Mobile Ekstraklasa";2024;"Right";67;36;49;55;64;77;"def";"";1200000
"1734";232310;"Maurício";72;73;29;183;78;"Al Batin";"Saudi Abdul L. Jameel League";2023;"Right";60;43;54;51;72;76;"def";"";2200000
"1735";199895;"L. Lacroix";67;68;29;197;95;"Western United FC";"Australian Hyundai A-League";2022;"Right";31;44;58;53;67;76;"def";"#Strength";950000
"1736";252454;"H. Ortega";66;77;21;190;81;"Deportivo Toluca";"Mexican Liga MX";2024;"Right";53;32;42;46;67;70;"def";"";1800000
"1737";245156;"F. Russo";71;75;26;185;78;"RCD Mallorca";"Spain Primera Division";2024;"Right";66;30;50;48;74;71;"def";"";2300000
"1738";210719;"M. Kempf";76;78;26;186;87;"VfB Stuttgart";"German 1. Bundesliga";2022;"Left";76;42;56;62;76;77;"def";"";8e+06
"1739";201208;"D. Henry";70;71;28;188;88;"Suwon Samsung Bluewings";"Korean K League 1";2021;"Right";66;44;50;52;68;84;"def";"#Strength";1500000
"1740";229360;"Unai Bilbao";71;74;27;192;87;"Club Atlético de San Luis";"Mexican Liga MX";2022;"Left";32;46;56;50;72;75;"def";"";2100000
"1741";239438;"T. Hadebe";69;73;25;187;84;"Houston Dynamo";"USA Major League Soccer";2023;"Left";75;32;43;46;69;75;"def";"";1700000
"1742";229985;"J. García";58;65;25;184;78;"Fútbol Club Juárez";"Mexican Liga MX";2026;"Right";52;29;43;38;59;58;"def";"";375000
"1743";247264;"A. Seko";67;75;21;183;72;"Cerezo Osaka";"Japanese J. League Division 1";2022;"Right";60;35;50;56;68;70;"def";"";2100000
"1744";187013;"O. Alanís";69;69;32;185;82;"San Jose Earthquakes";"USA Major League Soccer";2021;"Left";38;50;64;60;70;72;"def";"";9e+05
"1745";233166;"A. O'Driscoll";58;68;22;187;65;"Longford Town";"Rep. Ireland Airtricity League";2021;"Right";61;33;47;53;57;64;"def";"";425000
"1746";247257;"Ibañez";77;85;22;185;73;"Roma";"Italian Serie A";2025;"Right";81;32;45;57;79;77;"def";"";2,2e+07
"1747";255110;"H. Kessler";67;77;23;193;84;"New England Revolution";"USA Major League Soccer";2021;"Right";54;27;47;56;66;76;"def";"";2100000
"1748";199845;"F. Acerbi";83;83;33;192;88;"Lazio";"Italian Serie A";2023;"Left";63;50;62;64;86;83;"def";"#Tackling, #Tactician ";17500000
"1749";236535;"A. Touba";68;74;23;184;81;"RKC Waalwijk";"Holland Eredivisie";2023;"Left";82;53;63;65;66;78;"def";"";1700000
"1750";190031;"D. Massey";59;59;33;183;74;"Drogheda United";"Rep. Ireland Airtricity League";2021;"Left";53;51;58;55;57;69;"def";"";110000
"1751";186101;"E. Hovland";68;68;32;191;90;"Rosenborg BK";"Norwegian Eliteserien";2021;"Right";61;25;47;45;67;77;"def";"#Strength";775000
"1752";230218;"Fabiano Sonta";72;72;29;181;82;"Fluminense";"Campeonato Brasileiro Série A";2024;"Right";46;41;56;53;74;71;"def";"";2e+06
"1753";247467;"G. Avila";66;80;19;182;75;"Rosario Central";"Argentina Primera División";2024;"Left";69;28;39;48;67;70;"def";"";1900000
"1754";242160;"M. Lode";70;72;28;185;77;"FK Bodø/Glimt";"Norwegian Eliteserien";2021;"Right";78;38;56;63;70;73;"def";"";1600000
"1755";178603;"M. Hummels";86;86;32;191;96;"Borussia Dortmund";"German 1. Bundesliga";2022;"Right";56;59;77;73;89;77;"def";"#Tackling, #Tactician, #Strength, #Complete Defender";4,4e+07
"1756";233994;"Kainho Selva";72;72;21;183;79;"Atlético Clube Goianiense";"Campeonato Brasileiro Série A";2024;"Right";66;30;49;61;73;73;"def";"";2400000
"1757";237383;"A. Bastoni";80;89;22;190;75;"Inter";"Italian Serie A";2024;"Left";65;33;65;69;82;80;"def";"";44500000
"1758";261422;"A. Nagalo";60;72;18;185;75;"FC Nordsjælland";"Danish Superliga";2022;"Right";61;29;42;47;59;64;"def";"";525000
"1759";178417;"C. Mulgrew";68;68;35;191;80;"Dundee United";"Scottish Premiership";2023;"Left";42;60;67;63;68;64;"def";"";325000
"1760";208432;"T. Pettersson";68;68;31;190;83;"Lillestrøm SK";"Norwegian Eliteserien";2022;"Left";43;49;56;57;66;80;"def";"#Strength";825000
"1761";232550;"A. Putivtsev";65;65;32;189;85;"Bruk-Bet Termalica Nieciecza";"Polish T-Mobile Ekstraklasa";2022;"Left";54;36;47;41;65;69;"def";"";475000
"1762";200065;"A. Nukan";70;72;27;196;86;"Göztepe SK";"Turkish Süper Lig";2024;"Left";40;37;54;51;70;78;"def";"#Aerial Threat, #Strength";1700000
"1763";210964;"F. Ceccherini";74;75;29;187;75;"Hellas Verona";"Italian Serie A";2023;"Right";63;43;53;63;76;71;"def";"";3900000
"1764";224049;"N. Breitenbruch";69;72;25;178;76;"Godoy Cruz";"Argentina Primera División";2023;"Right";74;40;59;65;68;76;"def";"";1600000
"1765";169623;"P. Hartley";66;66;33;187;90;"Jamshedpur FC";"Indian Super League";2022;"Left";35;32;48;38;65;84;"def";"#Strength";4e+05
"1766";234843;"M. Leitsch";72;78;23;188;75;"VfL Bochum 1848";"German 1. Bundesliga";2023;"Left";87;37;55;63;73;71;"def";"";3400000
"1767";244202;"R. Lamie";62;62;28;188;85;"Motherwell";"Scottish Premiership";2022;"Left";54;29;50;57;60;73;"def";"";350000
"1768";252144;"Eduardo Quaresma";71;83;19;184;76;"CD Tondela";"Portuguese Liga ZON SAGRES";2022;"Right";58;31;47;57;72;66;"def";"";4200000
"1769";262929;"Vinicius Souza";64;71;22;187;80;"KV Mechelen";"Belgian Jupiler Pro League";2025;"Right";65;39;57;60;58;75;"def";"";1100000
"1770";228708;"L. Martínez Quarta";76;83;25;183;78;"Fiorentina";"Italian Serie A";2025;"Right";67;56;69;70;75;78;"def";"";13500000
"1771";247412;"A. Pelmard";70;82;21;180;68;"FC Basel 1893";"Swiss Super League";2022;"Right";77;35;61;68;69;70;"def";"";3700000
"1772";188182;"L. Balogun";74;74;33;190;88;"Rangers FC";"Scottish Premiership";2022;"Right";70;45;59;60;73;79;"def";"#Strength";2e+06
"1773";241569;"D. Martínez";74;81;23;182;76;"River Plate";"Argentina Primera División";2023;"Left";77;50;66;65;73;79;"def";"";8e+06
"1774";212204;"B. Mechele";76;77;28;190;79;"Club Brugge KV";"Belgian Jupiler Pro League";2023;"Right";62;38;50;54;80;76;"def";"";7e+06
"1775";259683;"M. Brasil";62;73;22;180;72;"Cerro Largo Fútbol Club";"Uruguayan Primera División";2021;"Right";59;24;39;46;61;62;"def";"";825000
"1776";255218;"V. Guzmán";65;81;19;181;75;"Club Tijuana";"Mexican Liga MX";2022;"Right";70;32;44;58;65;72;"def";"";1700000
"1777";239814;"D. Batubinsika";69;74;25;185;84;"Futebol Clube de Famalicão";"Portuguese Liga ZON SAGRES";2025;"Right";71;28;51;54;67;77;"def";"";1800000
"1778";222472;"D. Granli";66;69;27;188;78;"Aalborg BK";"Danish Superliga";2024;"Right";64;48;58;58;67;70;"def";"";975000
"1779";263191;"V. Međimorec";66;68;25;189;82;"AFC UTA Arad";"Romanian Liga I";2025;"Right";70;38;34;41;67;71;"def";"";950000
"1780";203398;"D. Williams";69;70;28;185;75;"LA Galaxy";"USA Major League Soccer";2022;"Left";66;46;57;61;67;76;"def";"";1300000
"1781";247031;"D. Pines";69;78;23;196;91;"D.C. United";"USA Major League Soccer";2021;"Right";71;22;39;45;70;77;"def";"";2900000
"1782";203224;"C. Good";69;69;28;187;85;"Melbourne City FC";"Australian Hyundai A-League";2024;"Left";50;35;57;51;70;76;"def";"";1200000
"1783";200200;"E. Schouten";66;66;29;182;73;"SC Cambuur";"Holland Eredivisie";2022;"Right";55;30;49;51;68;68;"def";"";725000
"1784";234624;"B. Dibassy";71;71;31;183;74;"Minnesota United FC";"USA Major League Soccer";2021;"Left";71;54;61;67;71;78;"def";"";1300000
"1785";233329;"M. Villanueva";72;74;28;192;77;"Santa Clara";"Portuguese Liga ZON SAGRES";2022;"Left";65;40;59;61;70;80;"def";"";2400000
"1786";254348;"G. Olguín";62;67;26;184;85;"Club Atlético Palmaflor";"Liga de Fútbol Profesional Boliviano";2021;"Left";50;30;39;41;63;70;"def";"";525000
"1787";201377;"J. Murillo";77;78;29;184;78;"RC Celta de Vigo";"Spain Primera Division";2022;"Right";73;40;59;64;77;78;"def";"";9500000
"1788";223694;"E. Marxen";70;70;30;185;80;"Randers FC";"Danish Superliga";2024;"Left";65;52;62;63;68;74;"def";"";1300000
"1789";215254;"L. Lollo";68;68;34;184;86;"Club Atlético Banfield";"Argentina Primera División";2023;"Right";32;31;41;47;69;73;"def";"";4e+05
"1790";231303;"L. Grace";64;65;28;189;81;"Shamrock Rovers";"Rep. Ireland Airtricity League";2022;"Right";52;26;42;53;63;73;"def";"";550000
"1791";253136;"G. Michailidis";68;77;21;185;82;"PAOK";"Greek Super League";2023;"Left";66;50;63;60;70;67;"def";"";2500000
"1792";220534;"S. Luperto";71;77;24;191;75;"Empoli";"Italian Serie A";2022;"Left";49;55;60;59;74;68;"def";"";2700000
"1793";152729;"Piqué";84;84;34;194;85;"FC Barcelona";"Spain Primera Division";2024;"Right";58;61;71;68;85;78;"def";"#Aerial Threat, #Strength";13500000
"1794";192641;"K. Vogt";76;76;29;194;87;"TSG Hoffenheim";"German 1. Bundesliga";2022;"Right";71;57;72;68;77;75;"def";"#Aerial Threat";6500000
"1795";200395;"M. Silva";68;68;32;185;82;"Real Salt Lake";"USA Major League Soccer";2021;"Right";32;35;50;51;65;80;"def";"#Strength";775000
"1796";256967;"M. Kreuzriegler";64;67;27;185;77;"Sandefjord Fotball";"Norwegian Eliteserien";2021;"Left";60;28;44;47;64;64;"def";"";675000
"1797";183285;"M. Sakho";75;75;31;187;83;"Montpellier Hérault SC";"French Ligue 1";2024;"Left";47;33;64;55;74;79;"def";"#Strength";3800000
"1798";262938;"S. Andreou";64;76;18;188;78;"Royal Charleroi S.C.";"Belgian Jupiler Pro League";2024;"Right";72;30;50;54;63;72;"def";"";1300000
"1799";201922;"M. Hinteregger";80;80;28;184;83;"Eintracht Frankfurt";"German 1. Bundesliga";2024;"Left";70;70;67;61;81;81;"def";"";1,8e+07
"1800";205893;"Víctor Mongil";63;63;28;180;76;"Odisha FC";"Indian Super League";2022;"Right";67;37;54;53;61;70;"def";"";425000
"1801";230387;"Heitinho Zanon";70;70;25;187;79;"Bahia";"Campeonato Brasileiro Série A";2024;"Left";61;34;47;41;70;77;"def";"";1500000
"1802";214038;"S. Mosquera";69;72;27;185;77;"Club Deportes Tolima";"Colombian Liga Postobón";2026;"Right";58;46;42;51;70;74;"def";"#Strength";1600000
"1803";201143;"A. Mandi";80;81;29;184;78;"Villarreal CF";"Spain Primera Division";2025;"Right";66;46;74;70;81;74;"def";"";19500000
"1804";232580;"Gabriel";79;84;23;190;87;"Arsenal";"English Premier League";2025;"Left";68;36;60;58;80;80;"def";"#Strength";2,4e+07
"1805";223230;"B. Mitrea";67;67;33;185;79;"Sepsi OSK Sf. Gheorghe";"Romanian Liga I";2022;"Left";52;52;54;49;66;75;"def";"";475000
"1806";162407;"M. Jakobsen";65;65;35;184;81;"Adelaide United";"Australian Hyundai A-League";2022;"Left";51;43;54;55;63;76;"def";"";190000
"1807";243854;"M. Simakan";75;85;21;187;82;"RB Leipzig";"German 1. Bundesliga";2026;"Right";68;36;62;64;76;77;"def";"";1,2e+07
"1808";212130;"M. Maloča";65;65;32;189;83;"Lechia Gdańsk";"Polish T-Mobile Ekstraklasa";2022;"Right";61;36;39;42;64;67;"def";"";475000
"1809";229064;"J. Rassoul";69;74;25;187;81;"Adana Demirspor";"Turkish Süper Lig";2024;"Right";78;46;57;66;66;79;"def";"";1800000
"1810";246098;"Vítor Tormena";75;78;25;192;84;"SC Braga";"Portuguese Liga ZON SAGRES";2024;"Right";53;36;58;60;77;77;"def";"#Strength";6500000
"1811";229436;"S. Gartenmann";69;74;24;185;83;"SønderjyskE";"Danish Superliga";2022;"Right";60;33;55;57;68;77;"def";"";1900000
"1812";203263;"H. Maguire";84;86;28;194;100;"Manchester United";"English Premier League";2024;"Right";50;55;69;70;85;87;"def";"#Aerial Threat, #Tactician, #Strength";42500000
"1813";228124;"M. Jonjić";73;73;30;187;83;"Shanghai Shenhua FC";"Chinese Super League";2021;"Right";68;45;49;49;76;78;"def";"#Strength";2500000
"1814";229905;"A. Bardakcı";69;70;26;190;80;"İttifak Holding Konyaspor";"Turkish Süper Lig";2022;"Left";48;32;47;54;70;74;"def";"";1400000
"1815";260812;"G. Gordillo";63;65;26;187;82;"Universidad Técnica de Cajamarca";"Peruvian Primera División";2021;"Right";59;25;53;48;64;64;"def";"";525000
"1816";212095;"A. Meleán";70;70;34;183;79;"Club Deportivo Jorge Wilstermann";"Liga de Fútbol Profesional Boliviano";2021;"Right";59;42;58;47;70;69;"def";"";525000
"1817";226583;"S. Papagiannopoulos";71;71;30;190;88;"AIK";"Swedish Allsvenskan";2023;"Right";67;39;57;61;69;78;"def";"";1500000
"1818";259864;"J. Fuentes";61;66;24;179;71;"La Equidad";"Colombian Liga Postobón";2025;"Left";62;32;53;45;63;58;"def";"";450000
"1819";233056;"D. Cleary";64;68;25;182;74;"Dundalk FC";"Rep. Ireland Airtricity League";2021;"Right";58;36;43;50;64;69;"def";"";725000
"1820";229879;"D. Romney";67;68;28;188;79;"Nashville SC";"USA Major League Soccer";2026;"Left";56;32;57;60;66;73;"def";"";975000
"1821";225863;"O. Boscagli";76;81;23;181;68;"PSV";"Holland Eredivisie";2025;"Left";74;33;73;74;77;74;"def";"";1e+07
"1822";251065;"R. Patriche";63;63;35;183;75;"FC Academica Clinceni";"Romanian Liga I";2022;"Right";33;30;48;35;62;72;"def";"";130000
"1823";226601;"Vitor Hugo";76;76;30;187;80;"Trabzonspor";"Turkish Süper Lig";2024;"Left";63;31;38;46;78;78;"def";"";6e+06
"1824";228464;"Kim Jin Hyuk";64;64;28;187;78;"Daegu FC";"Korean K League 1";2023;"Right";60;63;53;61;61;72;"def";"";6e+05
"1825";234774;"K. Laifis";74;74;28;186;82;"Standard de Liège";"Belgian Jupiler Pro League";2022;"Left";66;58;67;69;75;74;"def";"";3600000
"1826";191157;"M. Dyrestam";64;65;29;186;84;"Sarpsborg 08 FF";"Norwegian Eliteserien";2021;"Right";69;37;57;61;62;71;"def";"";550000
"1827";260203;"J. Luján";62;68;24;184;80;"FBC Melgar";"Peruvian Primera División";2022;"Left";58;23;37;39;64;63;"def";"";575000
"1828";201024;"K. Koulibaly";86;86;30;187;89;"Napoli";"Italian Serie A";2023;"Right";81;28;51;65;87;85;"def";"#Tackling, #Strength";55500000
"1829";235243;"M. de Ligt";85;90;21;189;89;"Juventus";"Italian Serie A";2024;"Right";73;59;60;69;84;87;"def";"#Strength";7,5e+07
"1830";242343;"N. Thaller";66;74;22;185;86;"Club Atlético Lanús";"Argentina Primera División";2022;"Right";52;31;47;49;68;69;"def";"";1800000
"1831";244851;"G. Guiffrey";67;76;23;182;74;"Gimnasia y Esgrima La Plata";"Argentina Primera División";2023;"Left";69;36;49;57;68;71;"def";"";2100000
"1832";247819;"N. Schlotterbeck";73;83;21;191;86;"Sport-Club Freiburg";"German 1. Bundesliga";2023;"Left";69;29;47;53;75;75;"def";"";6500000
"1833";256983;"N. Baxevanos";62;70;21;187;85;"AFC Chindia Târgoviște";"Romanian Liga I";2022;"Left";70;19;28;35;61;71;"def";"";825000
